 

stn;time;tre200d0;qtre200d0;mtre200d0
CRM;20160513;11.8;0;0
CRM;20160514;12.7;0;0
CRM;20160515;9.2;0;0
CRM;20160516;9.2;0;0
CRM;20160517;11.8;0;0
CRM;20160518;12.7;0;0
CRM;20160519;9.9;0;0
CRM;20160520;12.1;0;0
CRM;20160521;15.6;0;0
CRM;20160522;16.0;0;-3
CRM;20160523;9.0;0;-11
CRM;20160524;11.7;0;-4
CRM;20160525;13.1;0;0
CRM;20160526;16.0;0;-1
CRM;20160527;19.4;0;0
CRM;20160528;17.9;0;0
CRM;20160529;14.7;0;0
CRM;20160530;13.5;0;0
CRM;20160531;13.5;0;0
CRM;20160601;15.0;0;0
CRM;20160602;14.0;0;0
CRM;20160603;14.9;0;0
CRM;20160604;15.3;0;0
CRM;20160605;15.6;0;0
CRM;20160606;17.3;0;0
CRM;20160607;18.0;0;0
CRM;20160608;15.7;0;0
CRM;20160609;16.8;0;0
CRM;20160610;17.2;0;0
CRM;20160611;15.2;0;0
CRM;20160612;15.1;0;0
CRM;20160613;-;-;-
CRM;20160614;-;-;-
CRM;20160615;15.4;0;0
CRM;20160616;13.4;0;0
CRM;20160617;13.6;0;0
CRM;20160618;14.7;0;0
CRM;20160619;14.2;0;0
CRM;20160620;15.9;0;0
CRM;20160621;16.6;0;0
CRM;20160622;22.2;0;0
CRM;20160623;23.7;0;0
CRM;20160624;24.5;0;0
CRM;20160625;18.7;0;0
CRM;20160626;17.2;0;0
CRM;20160627;17.9;0;0
CRM;20160628;18.8;0;0
CRM;20160629;22.1;0;0
CRM;20160630;20.3;0;0
CRM;20160701;20.8;0;0
CRM;20160702;18.2;0;0
CRM;20160703;17.7;0;0
CRM;20160704;19.1;0;0
CRM;20160705;20.4;0;0
CRM;20160706;20.0;0;0
CRM;20160707;20.6;0;0
CRM;20160708;22.1;0;0
CRM;20160709;23.4;0;0
CRM;20160710;23.5;0;0
CRM;20160711;21.7;0;0
CRM;20160712;17.3;0;0
CRM;20160713;14.7;0;0
CRM;20160714;12.7;0;0
CRM;20160715;13.7;0;0
CRM;20160716;17.1;0;0
CRM;20160717;20.2;0;0
CRM;20160718;21.9;0;0
CRM;20160719;23.0;0;0
CRM;20160720;23.9;0;0
CRM;20160721;22.2;0;0
CRM;20160722;20.0;0;0
CRM;20160723;19.8;0;0
CRM;20160724;21.0;0;0
CRM;20160725;21.6;0;0
CRM;20160726;22.9;0;0
CRM;20160727;21.2;0;0
CRM;20160728;20.4;0;0
CRM;20160729;22.1;0;0
CRM;20160730;21.9;0;0
CRM;20160731;20.3;0;0
CRM;20160801;18.6;0;0
CRM;20160802;19.9;0;0
CRM;20160803;21.5;0;0
CRM;20160804;18.6;0;0
CRM;20160805;16.0;0;0
CRM;20160806;17.2;0;0
CRM;20160807;20.0;0;0
CRM;20160808;20.6;0;0
CRM;20160809;17.3;0;0
CRM;20160810;15.2;0;0
CRM;20160811;15.5;0;0
CRM;20160812;19.2;0;0
CRM;20160813;20.3;0;0
CRM;20160814;22.4;0;0
CRM;20160815;22.4;0;0
CRM;20160816;22.3;0;0
CRM;20160817;19.4;0;0
CRM;20160818;18.1;0;0
CRM;20160819;19.7;0;0
CRM;20160820;17.7;0;0
CRM;20160821;16.5;0;0
CRM;20160822;17.0;0;0
CRM;20160823;21.4;0;0
CRM;20160824;22.4;0;0
CRM;20160825;22.9;0;0
CRM;20160826;24.1;0;0
CRM;20160827;23.4;0;0
CRM;20160828;24.1;0;0
CRM;20160829;21.7;0;0
CRM;20160830;21.4;0;0
CRM;20160831;20.1;0;0
CRM;20160901;20.1;0;0
CRM;20160902;20.1;0;0
CRM;20160903;20.0;0;0
CRM;20160904;17.7;0;0
CRM;20160905;17.2;0;0
CRM;20160906;18.0;0;-6
CRM;20160907;18.7;0;0
CRM;20160908;20.1;0;0
CRM;20160909;20.4;0;0
CRM;20160910;20.4;0;0
CRM;20160911;20.9;0;0
CRM;20160912;20.5;0;0
CRM;20160913;21.0;0;0
CRM;20160914;21.3;0;0
CRM;20160915;17.9;0;0
CRM;20160916;15.0;0;0
CRM;20160917;13.6;0;0
CRM;20160918;13.3;0;0
CRM;20160919;14.5;0;0
CRM;20160920;14.8;0;0
CRM;20160921;13.7;0;0
CRM;20160922;12.7;0;0
CRM;20160923;14.3;0;0
CRM;20160924;14.2;0;0
CRM;20160925;15.6;0;0
CRM;20160926;16.2;0;0
CRM;20160927;16.6;0;0
CRM;20160928;14.3;0;0
CRM;20160929;15.1;0;0
CRM;20160930;16.0;0;0
CRM;20161001;13.8;0;0
CRM;20161002;13.6;0;0
CRM;20161003;11.2;0;0
CRM;20161004;12.6;0;0
CRM;20161005;10.6;0;0
CRM;20161006;9.0;0;0
CRM;20161007;10.0;0;0
CRM;20161008;9.3;0;0
CRM;20161009;6.3;0;0
CRM;20161010;7.1;0;0
CRM;20161011;7.8;0;0
CRM;20161012;7.2;0;0
CRM;20161013;6.9;0;0
CRM;20161014;8.6;0;0
CRM;20161015;11.3;0;0
CRM;20161016;8.8;0;0
CRM;20161017;10.8;0;0
CRM;20161018;11.7;0;0
CRM;20161019;9.9;0;0
CRM;20161020;8.9;0;0
CRM;20161021;7.6;0;0
CRM;20161022;5.1;0;0
CRM;20161023;6.3;0;0
CRM;20161024;9.4;0;0
CRM;20161025;12.7;0;0
CRM;20161026;13.1;0;0
CRM;20161027;11.0;0;0
CRM;20161028;6.2;0;0
CRM;20161029;8.7;0;0
CRM;20161030;10.7;0;0
CRM;20161031;8.1;0;0
CRM;20161101;7.0;0;0
CRM;20161102;9.3;0;0
CRM;20161103;7.4;0;0
CRM;20161104;5.2;0;0
CRM;20161105;10.2;0;0
CRM;20161106;4.9;0;0
CRM;20161107;2.7;0;0
CRM;20161108;0.6;0;0
CRM;20161109;2.5;0;0
CRM;20161110;5.6;0;0
CRM;20161111;4.7;0;0
CRM;20161112;3.3;0;0
CRM;20161113;3.2;0;0
CRM;20161114;2.7;0;0
CRM;20161115;3.9;0;0
CRM;20161116;6.3;0;0
CRM;20161117;9.2;0;0
CRM;20161118;10.2;0;0
CRM;20161119;5.5;0;0
CRM;20161120;4.2;0;0
CRM;20161121;4.6;0;0
CRM;20161122;7.0;0;0
CRM;20161123;6.8;0;0
CRM;20161124;5.7;0;0
CRM;20161125;7.1;0;0
CRM;20161126;6.4;0;0
CRM;20161127;6.2;0;0
CRM;20161128;3.7;0;0
CRM;20161129;-0.6;0;0
CRM;20161130;-1.3;0;0
CRM;20161201;-1.3;0;0
CRM;20161202;2.0;0;0
CRM;20161203;3.6;0;0
CRM;20161204;1.1;0;0
CRM;20161205;-0.2;0;0
CRM;20161206;0.0;0;0
CRM;20161207;-0.4;0;0
CRM;20161208;0.8;0;0
CRM;20161209;0.4;0;0
CRM;20161210;0.6;0;0
CRM;20161211;0.4;0;0
CRM;20161212;1.6;0;0
CRM;20161213;0.5;0;0
CRM;20161214;1.1;0;0
CRM;20161215;0.4;0;0
CRM;20161216;-1.1;0;0
CRM;20161217;-1.0;0;0
CRM;20161218;-0.7;0;0
CRM;20161219;2.1;0;0
CRM;20161220;0.7;0;0
CRM;20161221;0.0;0;0
CRM;20161222;1.0;0;0
CRM;20161223;3.1;0;0
CRM;20161224;5.4;0;0
CRM;20161225;7.3;0;0
CRM;20161226;4.2;0;0
CRM;20161227;3.2;0;0
CRM;20161228;3.1;0;0
CRM;20161229;-0.4;0;0
CRM;20161230;-1.6;0;0
CRM;20161231;-2.0;0;0

stn;time;tre200d0;qtre200d0;mtre200d0
NEU;20140101;3.6;0;0
NEU;20140102;4.4;0;0
NEU;20140103;4.9;0;0
NEU;20140104;5.4;0;0
NEU;20140105;4.4;0;0
NEU;20140106;3.7;0;0
NEU;20140107;7.1;0;0
NEU;20140108;7.0;0;0
NEU;20140109;7.7;0;0
NEU;20140110;6.5;0;0
NEU;20140111;5.1;0;0
NEU;20140112;3.6;0;0
NEU;20140113;4.5;0;0
NEU;20140114;4.4;0;0
NEU;20140115;2.7;0;0
NEU;20140116;3.1;0;0
NEU;20140117;2.3;0;0
NEU;20140118;2.5;0;0
NEU;20140119;2.4;0;0
NEU;20140120;4.2;0;0
NEU;20140121;3.9;0;0
NEU;20140122;3.0;0;0
NEU;20140123;3.1;0;0
NEU;20140124;1.8;0;0
NEU;20140125;0.3;0;0
NEU;20140126;4.7;0;0
NEU;20140127;3.8;0;0
NEU;20140128;0.8;0;0
NEU;20140129;0.2;0;0
NEU;20140130;0.7;0;0
NEU;20140131;0.6;0;0
NEU;20140201;1.9;0;0
NEU;20140202;2.6;0;0
NEU;20140203;3.1;0;0
NEU;20140204;2.5;0;0
NEU;20140205;3.0;0;0
NEU;20140206;5.3;0;0
NEU;20140207;3.9;0;0
NEU;20140208;3.8;0;0
NEU;20140209;4.8;0;0
NEU;20140210;4.2;0;0
NEU;20140211;4.4;0;0
NEU;20140212;5.8;0;0
NEU;20140213;5.6;0;0
NEU;20140214;4.2;0;0
NEU;20140215;4.7;0;0
NEU;20140216;4.1;0;0
NEU;20140217;2.7;0;-15
NEU;20140218;2.3;0;0
NEU;20140219;5.0;0;0
NEU;20140220;6.1;0;0
NEU;20140221;5.5;0;0
NEU;20140222;4.8;0;0
NEU;20140223;4.7;0;0
NEU;20140224;2.9;0;0
NEU;20140225;5.1;0;0
NEU;20140226;5.2;0;0
NEU;20140227;4.0;0;0
NEU;20140228;4.4;0;0
NEU;20140301;3.8;0;0
NEU;20140302;4.7;0;0
NEU;20140303;3.6;0;0
NEU;20140304;4.0;0;0
NEU;20140305;5.8;0;0
NEU;20140306;6.7;0;0
NEU;20140307;5.9;0;0
NEU;20140308;10.1;0;0
NEU;20140309;8.2;0;0
NEU;20140310;8.7;0;0
NEU;20140311;10.1;0;0
NEU;20140312;8.1;0;0
NEU;20140313;8.8;0;0
NEU;20140314;9.4;0;0
NEU;20140315;8.5;0;0
NEU;20140316;10.6;0;0
NEU;20140317;10.9;0;0
NEU;20140318;11.9;0;0
NEU;20140319;11.3;0;0
NEU;20140320;11.2;0;0
NEU;20140321;12.9;0;0
NEU;20140322;8.0;0;0
NEU;20140323;5.0;0;0
NEU;20140324;3.3;0;0
NEU;20140325;3.3;0;0
NEU;20140326;4.9;0;0
NEU;20140327;6.0;0;0
NEU;20140328;8.2;0;0
NEU;20140329;9.7;0;0
NEU;20140330;11.5;0;0
NEU;20140331;11.7;0;0
NEU;20140401;12.0;0;0
NEU;20140402;12.6;0;0
NEU;20140403;12.8;0;0
NEU;20140404;13.8;0;0
NEU;20140405;13.7;0;0
NEU;20140406;13.9;0;0
NEU;20140407;14.1;0;0
NEU;20140408;12.6;0;0
NEU;20140409;11.3;0;0
NEU;20140410;13.1;0;0
NEU;20140411;13.8;0;0
NEU;20140412;14.6;0;0
NEU;20140413;14.6;0;0
NEU;20140414;12.5;0;0
NEU;20140415;8.7;0;0
NEU;20140416;8.3;0;0
NEU;20140417;9.6;0;0
NEU;20140418;7.4;0;0
NEU;20140419;5.1;0;0
NEU;20140420;10.2;0;0
NEU;20140421;10.7;0;0
NEU;20140422;13.0;0;0
NEU;20140423;14.8;0;0
NEU;20140424;15.4;0;0
NEU;20140425;13.1;0;0
NEU;20140426;12.8;0;0
NEU;20140427;10.0;0;0
NEU;20140428;7.8;0;0
NEU;20140429;9.3;0;0
NEU;20140430;9.8;0;0
NEU;20140501;10.2;0;0
NEU;20140502;10.6;0;0
NEU;20140503;8.8;0;0
NEU;20140504;9.6;0;0
NEU;20140505;11.4;0;0
NEU;20140506;13.2;0;0
NEU;20140507;12.9;0;0
NEU;20140508;14.3;0;0
NEU;20140509;15.8;0;0
NEU;20140510;16.1;0;0
NEU;20140511;11.0;0;0
NEU;20140512;8.9;0;0
NEU;20140513;8.3;0;0
NEU;20140514;8.2;0;0
NEU;20140515;8.5;0;0
NEU;20140516;11.7;0;0
NEU;20140517;13.8;0;0
NEU;20140518;14.0;0;0
NEU;20140519;17.1;0;0
NEU;20140520;16.9;0;0
NEU;20140521;19.3;0;0
NEU;20140522;16.8;0;0
NEU;20140523;13.8;0;0
NEU;20140524;14.4;0;0
NEU;20140525;16.3;0;0
NEU;20140526;12.7;0;0
NEU;20140527;12.1;0;0
NEU;20140528;13.6;0;0
NEU;20140529;14.4;0;0
NEU;20140530;14.3;0;0
NEU;20140531;14.1;0;0
NEU;20140601;15.0;0;0
NEU;20140602;15.9;0;0
NEU;20140603;15.2;0;0
NEU;20140604;13.2;0;0
NEU;20140605;14.5;0;0
NEU;20140606;17.3;0;0
NEU;20140607;20.6;0;0
NEU;20140608;22.6;0;0
NEU;20140609;23.9;0;0
NEU;20140610;23.5;0;0
NEU;20140611;22.6;0;0
NEU;20140612;23.5;0;0
NEU;20140613;22.0;0;0
NEU;20140614;19.6;0;0
NEU;20140615;18.2;0;0
NEU;20140616;18.9;0;0
NEU;20140617;17.9;0;0
NEU;20140618;18.3;0;0
NEU;20140619;18.4;0;0
NEU;20140620;18.6;0;0
NEU;20140621;19.2;0;0
NEU;20140622;20.5;0;0
NEU;20140623;18.9;0;0
NEU;20140624;17.7;0;0
NEU;20140625;18.2;0;0
NEU;20140626;18.5;0;0
NEU;20140627;19.8;0;0
NEU;20140628;19.2;0;0
NEU;20140629;15.7;0;0
NEU;20140630;15.5;0;0
NEU;20140701;17.5;0;0
NEU;20140702;15.1;0;0
NEU;20140703;17.5;0;0
NEU;20140704;19.1;0;0
NEU;20140705;19.3;0;0
NEU;20140706;20.9;0;0
NEU;20140707;17.8;0;0
NEU;20140708;14.2;0;0
NEU;20140709;13.0;0;0
NEU;20140710;12.1;0;0
NEU;20140711;16.3;0;0
NEU;20140712;17.4;0;0
NEU;20140713;17.8;0;0
NEU;20140714;18.2;0;0
NEU;20140715;19.7;0;0
NEU;20140716;20.7;0;0
NEU;20140717;23.1;0;0
NEU;20140718;23.5;0;0
NEU;20140719;23.1;0;0
NEU;20140720;19.2;0;0
NEU;20140721;16.4;0;0
NEU;20140722;17.6;0;0
NEU;20140723;21.6;0;0
NEU;20140724;21.1;0;0
NEU;20140725;19.2;0;0
NEU;20140726;17.2;0;0
NEU;20140727;18.5;0;0
NEU;20140728;17.9;0;0
NEU;20140729;16.6;0;0
NEU;20140730;17.1;0;0
NEU;20140731;20.5;0;0
NEU;20140801;21.0;0;0
NEU;20140802;20.2;0;0
NEU;20140803;17.9;0;0
NEU;20140804;19.0;0;0
NEU;20140805;19.4;0;0
NEU;20140806;18.8;0;0
NEU;20140807;18.9;0;0
NEU;20140808;20.8;0;0
NEU;20140809;20.4;0;0
NEU;20140810;21.0;0;0
NEU;20140811;17.3;0;0
NEU;20140812;17.4;0;0
NEU;20140813;15.4;0;0
NEU;20140814;15.0;0;0
NEU;20140815;14.2;0;0
NEU;20140816;14.1;0;0
NEU;20140817;15.6;0;0
NEU;20140818;18.3;0;0
NEU;20140819;17.4;0;0
NEU;20140820;15.6;0;0
NEU;20140821;15.6;0;0
NEU;20140822;16.5;0;0
NEU;20140823;15.8;0;0
NEU;20140824;14.4;0;0
NEU;20140825;13.2;0;0
NEU;20140826;16.5;0;0
NEU;20140827;17.9;0;0
NEU;20140828;18.7;0;0
NEU;20140829;18.4;0;0
NEU;20140830;19.1;0;0
NEU;20140831;16.2;0;0
NEU;20140901;15.0;0;0
NEU;20140902;15.8;0;0
NEU;20140903;16.0;0;0
NEU;20140904;17.4;0;0
NEU;20140905;18.8;0;0
NEU;20140906;19.0;0;0
NEU;20140907;19.8;0;0
NEU;20140908;19.6;0;0
NEU;20140909;18.9;0;0
NEU;20140910;17.6;0;0
NEU;20140911;15.8;0;0
NEU;20140912;13.7;0;0
NEU;20140913;15.8;0;0
NEU;20140914;16.6;0;0
NEU;20140915;16.5;0;0
NEU;20140916;17.9;0;0
NEU;20140917;18.3;0;0
NEU;20140918;18.0;0;0
NEU;20140919;17.2;0;-1
NEU;20140920;18.1;0;0
NEU;20140921;16.8;0;0
NEU;20140922;14.2;0;0
NEU;20140923;12.4;0;0
NEU;20140924;12.3;0;0
NEU;20140925;13.4;0;0
NEU;20140926;13.2;0;-1
NEU;20140927;15.0;0;0
NEU;20140928;15.2;0;0
NEU;20140929;16.4;0;0
NEU;20140930;16.3;0;0
NEU;20141001;16.4;0;0
NEU;20141002;16.7;0;0
NEU;20141003;15.3;0;0
NEU;20141004;14.8;0;0
NEU;20141005;14.4;0;0
NEU;20141006;14.5;0;0
NEU;20141007;15.0;0;0
NEU;20141008;14.9;0;0
NEU;20141009;15.9;0;0
NEU;20141010;16.1;0;0
NEU;20141011;15.2;0;0
NEU;20141012;14.0;0;0
NEU;20141013;14.0;0;0
NEU;20141014;13.4;0;0
NEU;20141015;14.0;0;0
NEU;20141016;14.5;0;0
NEU;20141017;16.3;0;0
NEU;20141018;13.2;0;0
NEU;20141019;15.3;0;0
NEU;20141020;16.3;0;0
NEU;20141021;14.7;0;0
NEU;20141022;6.6;0;0
NEU;20141023;8.1;0;0
NEU;20141024;7.8;0;0
NEU;20141025;10.1;0;0
NEU;20141026;10.4;0;0
NEU;20141027;10.2;0;0
NEU;20141028;9.9;0;0
NEU;20141029;9.7;0;0
NEU;20141030;11.0;0;0
NEU;20141031;10.0;0;0
NEU;20141101;9.5;0;0
NEU;20141102;9.6;0;0
NEU;20141103;9.3;0;0
NEU;20141104;9.1;0;0
NEU;20141105;5.2;0;0
NEU;20141106;5.5;0;0
NEU;20141107;7.1;0;0
NEU;20141108;7.6;0;0
NEU;20141109;7.4;0;0
NEU;20141110;8.2;0;0
NEU;20141111;7.0;0;0
NEU;20141112;8.0;0;0
NEU;20141113;8.6;0;0
NEU;20141114;6.5;0;0
NEU;20141115;7.9;0;0
NEU;20141116;8.9;0;0
NEU;20141117;6.6;0;0
NEU;20141118;6.6;0;0
NEU;20141119;6.8;0;0
NEU;20141120;4.8;0;0
NEU;20141121;6.2;0;0
NEU;20141122;6.3;0;0
NEU;20141123;6.5;0;0
NEU;20141124;8.5;0;0
NEU;20141125;8.7;0;0
NEU;20141126;8.6;0;0
NEU;20141127;8.1;0;0
NEU;20141128;6.1;0;0
NEU;20141129;3.9;0;0
NEU;20141130;3.8;0;0
NEU;20141201;3.5;0;0
NEU;20141202;3.9;0;0
NEU;20141203;4.4;0;0
NEU;20141204;4.5;0;0
NEU;20141205;3.9;0;0
NEU;20141206;3.8;0;0
NEU;20141207;4.2;0;0
NEU;20141208;4.6;0;0
NEU;20141209;2.5;0;0
NEU;20141210;2.6;0;0
NEU;20141211;5.2;0;0
NEU;20141212;6.6;0;0
NEU;20141213;7.0;0;0
NEU;20141214;6.7;0;0
NEU;20141215;7.9;0;0
NEU;20141216;6.4;0;0
NEU;20141217;5.1;0;0
NEU;20141218;7.4;0;0
NEU;20141219;9.8;0;0
NEU;20141220;7.5;0;0
NEU;20141221;4.7;0;0
NEU;20141222;5.3;0;0
NEU;20141223;5.3;0;0
NEU;20141224;6.8;0;0
NEU;20141225;5.9;0;0
NEU;20141226;2.1;0;0
NEU;20141227;1.3;0;0
NEU;20141228;-1.2;0;0
NEU;20141229;-4.4;0;0
NEU;20141230;-1.7;0;0
NEU;20141231;0.1;0;0
NEU;20150101;-2.0;0;0
NEU;20150102;1.5;0;0
NEU;20150103;5.4;0;0
NEU;20150104;5.9;0;0
NEU;20150105;0.3;0;0
NEU;20150106;-0.1;0;0
NEU;20150107;1.2;0;0
NEU;20150108;5.1;0;0
NEU;20150109;7.4;0;0
NEU;20150110;11.3;0;0
NEU;20150111;5.4;0;0
NEU;20150112;3.8;0;0
NEU;20150113;6.1;0;0
NEU;20150114;7.2;0;0
NEU;20150115;6.0;0;0
NEU;20150116;4.1;0;0
NEU;20150117;2.6;0;0
NEU;20150118;-0.1;0;0
NEU;20150119;0.3;0;0
NEU;20150120;1.1;0;0
NEU;20150121;1.1;0;0
NEU;20150122;1.1;0;0
NEU;20150123;1.0;0;0
NEU;20150124;1.0;0;0
NEU;20150125;0.9;0;0
NEU;20150126;-0.3;0;0
NEU;20150127;2.1;0;0
NEU;20150128;1.1;0;0
NEU;20150129;2.7;0;0
NEU;20150130;0.7;0;0
NEU;20150131;0.7;0;0
NEU;20150201;0.4;0;0
NEU;20150202;0.4;0;0
NEU;20150203;-1.3;0;0
NEU;20150204;-1.3;0;0
NEU;20150205;-2.2;0;0
NEU;20150206;-1.5;0;0
NEU;20150207;-2.9;0;0
NEU;20150208;-1.1;0;0
NEU;20150209;0.5;0;0
NEU;20150210;1.7;0;0
NEU;20150211;0.3;0;0
NEU;20150212;-0.9;0;0
NEU;20150213;0.8;0;0
NEU;20150214;3.6;0;0
NEU;20150215;3.8;0;0
NEU;20150216;-0.2;0;0
NEU;20150217;0.0;0;0
NEU;20150218;0.0;0;0
NEU;20150219;1.1;0;0
NEU;20150220;3.4;0;0
NEU;20150221;2.8;0;0
NEU;20150222;1.7;0;0
NEU;20150223;2.4;0;0
NEU;20150224;4.0;0;0
NEU;20150225;3.5;0;0
NEU;20150226;2.9;0;0
NEU;20150227;3.8;0;0
NEU;20150228;3.0;0;0
NEU;20150301;5.4;0;0
NEU;20150302;7.7;0;0
NEU;20150303;6.7;0;0
NEU;20150304;4.2;0;0
NEU;20150305;3.9;0;0
NEU;20150306;4.8;0;0
NEU;20150307;4.7;0;0
NEU;20150308;7.1;0;0
NEU;20150309;9.2;0;0
NEU;20150310;8.4;0;0
NEU;20150311;9.5;0;0
NEU;20150312;6.8;0;0
NEU;20150313;5.2;0;0
NEU;20150314;5.7;0;0
NEU;20150315;4.8;0;0
NEU;20150316;7.3;0;0
NEU;20150317;8.7;0;0
NEU;20150318;10.4;0;0
NEU;20150319;11.7;0;0
NEU;20150320;9.8;0;0
NEU;20150321;7.5;0;0
NEU;20150322;5.3;0;0
NEU;20150323;7.1;0;0
NEU;20150324;9.0;0;0
NEU;20150325;7.3;0;0
NEU;20150326;6.2;0;0
NEU;20150327;7.7;0;0
NEU;20150328;6.3;0;0
NEU;20150329;8.6;0;0
NEU;20150330;10.2;0;0
NEU;20150331;10.5;0;0
NEU;20150401;6.0;0;0
NEU;20150402;5.3;0;0
NEU;20150403;4.7;0;0
NEU;20150404;5.9;0;0
NEU;20150405;4.7;0;0
NEU;20150406;5.6;0;0
NEU;20150407;7.0;0;0
NEU;20150408;9.1;0;0
NEU;20150409;10.7;0;0
NEU;20150410;12.8;0;0
NEU;20150411;12.3;0;0
NEU;20150412;13.0;0;0
NEU;20150413;14.3;0;0
NEU;20150414;14.3;0;0
NEU;20150415;14.4;0;0
NEU;20150416;12.6;0;0
NEU;20150417;11.9;0;0
NEU;20150418;9.6;0;0
NEU;20150419;10.1;0;0
NEU;20150420;13.1;0;0
NEU;20150421;15.4;0;0
NEU;20150422;15.0;0;0
NEU;20150423;13.7;0;0
NEU;20150424;14.1;0;0
NEU;20150425;13.3;0;0
NEU;20150426;13.4;0;0
NEU;20150427;14.0;0;0
NEU;20150428;8.5;0;0
NEU;20150429;9.6;0;0
NEU;20150430;12.0;0;0
NEU;20150501;11.7;0;0
NEU;20150502;13.4;0;0
NEU;20150503;14.3;0;0
NEU;20150504;15.8;0;0
NEU;20150505;14.9;0;0
NEU;20150506;14.1;0;0
NEU;20150507;13.9;0;0
NEU;20150508;12.9;0;0
NEU;20150509;15.3;0;0
NEU;20150510;15.7;0;0
NEU;20150511;16.9;0;0
NEU;20150512;19.9;0;-1
NEU;20150513;22.4;0;0
NEU;20150514;17.6;0;0
NEU;20150515;7.5;0;0
NEU;20150516;13.1;0;0
NEU;20150517;15.7;0;0
NEU;20150518;16.5;0;0
NEU;20150519;13.9;0;0
NEU;20150520;10.3;0;0
NEU;20150521;9.6;0;0
NEU;20150522;12.3;0;0
NEU;20150523;14.4;0;0
NEU;20150524;16.3;0;0
NEU;20150525;14.9;0;0
NEU;20150526;12.2;0;0
NEU;20150527;12.7;0;0
NEU;20150528;15.0;0;0
NEU;20150529;17.4;0;0
NEU;20150530;16.4;0;0
NEU;20150531;17.8;0;0
NEU;20150601;18.3;0;0
NEU;20150602;19.9;0;0
NEU;20150603;21.4;0;0
NEU;20150604;23.2;0;0
NEU;20150605;23.2;0;0
NEU;20150606;22.7;0;0
NEU;20150607;22.3;0;0
NEU;20150608;20.1;0;0
NEU;20150609;15.8;0;0
NEU;20150610;16.8;0;0
NEU;20150611;20.4;0;0
NEU;20150612;20.7;0;0
NEU;20150613;20.8;0;0
NEU;20150614;17.8;0;0
NEU;20150615;16.4;0;0
NEU;20150616;17.0;0;0
NEU;20150617;17.7;0;0
NEU;20150618;16.9;0;0
NEU;20150619;17.3;0;0
NEU;20150620;15.8;0;0
NEU;20150621;16.5;0;0
NEU;20150622;18.8;0;0
NEU;20150623;15.4;0;0
NEU;20150624;16.8;0;0
NEU;20150625;18.5;0;0
NEU;20150626;20.0;0;0
NEU;20150627;21.1;0;0
NEU;20150628;21.6;0;0
NEU;20150629;22.0;0;0
NEU;20150630;24.4;0;0
NEU;20150701;25.2;0;0
NEU;20150702;27.1;0;0
NEU;20150703;27.9;0;0
NEU;20150704;28.8;0;0
NEU;20150705;28.6;0;0
NEU;20150706;26.8;0;0
NEU;20150707;28.4;0;0
NEU;20150708;21.2;0;0
NEU;20150709;19.6;0;0
NEU;20150710;21.9;0;0
NEU;20150711;24.9;0;0
NEU;20150712;23.7;0;0
NEU;20150713;23.9;0;0
NEU;20150714;24.3;0;0
NEU;20150715;25.0;0;0
NEU;20150716;26.4;0;0
NEU;20150717;25.8;0;0
NEU;20150718;22.9;0;0
NEU;20150719;25.5;0;0
NEU;20150720;25.5;0;0
NEU;20150721;27.1;0;0
NEU;20150722;25.4;0;0
NEU;20150723;22.4;0;0
NEU;20150724;23.6;0;0
NEU;20150725;19.9;0;0
NEU;20150726;16.7;0;0
NEU;20150727;20.0;0;0
NEU;20150728;19.4;0;0
NEU;20150729;16.3;0;0
NEU;20150730;16.8;0;-1
NEU;20150731;19.2;0;0
NEU;20150801;16.4;0;0
NEU;20150802;20.0;0;0
NEU;20150803;22.7;0;0
NEU;20150804;21.4;0;0
NEU;20150805;23.2;0;0
NEU;20150806;25.9;0;0
NEU;20150807;27.7;0;0
NEU;20150808;25.4;0;0
NEU;20150809;22.0;0;0
NEU;20150810;21.5;0;0
NEU;20150811;24.4;0;0
NEU;20150812;25.4;0;0
NEU;20150813;22.7;0;0
NEU;20150814;18.0;0;0
NEU;20150815;16.8;0;0
NEU;20150816;15.9;0;0
NEU;20150817;17.5;0;0
NEU;20150818;17.4;0;0
NEU;20150819;15.7;0;0
NEU;20150820;17.1;0;0
NEU;20150821;19.9;0;0
NEU;20150822;19.8;0;0
NEU;20150823;17.6;0;0
NEU;20150824;16.4;0;0
NEU;20150825;16.7;0;0
NEU;20150826;17.6;0;0
NEU;20150827;21.5;0;0
NEU;20150828;24.2;0;0
NEU;20150829;23.5;0;0
NEU;20150830;24.5;0;0
NEU;20150831;24.4;0;0
NEU;20150901;19.6;0;0
NEU;20150902;18.3;0;0
NEU;20150903;17.4;0;0
NEU;20150904;16.4;0;0
NEU;20150905;14.5;0;0
NEU;20150906;14.0;0;0
NEU;20150907;14.4;0;0
NEU;20150908;15.9;0;0
NEU;20150909;16.6;0;0
NEU;20150910;15.1;0;0
NEU;20150911;14.6;0;0
NEU;20150912;16.7;0;0
NEU;20150913;16.9;0;0
NEU;20150914;15.2;0;0
NEU;20150915;15.1;0;0
NEU;20150916;16.4;0;-1
NEU;20150917;13.8;0;0
NEU;20150918;12.9;0;0
NEU;20150919;13.4;0;0
NEU;20150920;14.4;0;0
NEU;20150921;13.2;0;0
NEU;20150922;13.4;0;0
NEU;20150923;10.6;0;0
NEU;20150924;12.6;0;0
NEU;20150925;13.5;0;0
NEU;20150926;14.4;0;0
NEU;20150927;14.1;0;0
NEU;20150928;12.5;0;0
